character_id,name,exclusive_skill,pve_score,pvp_score,effects,acquisition,release_update,image_url,image_local_url,source_url
blackknight,The Cursed Knight,Curse of the Ebony Blade,Low,High,"[""3★: Activation Rate: when HP is below 20%"",""3★: Applies to: Self"",""3★: • Ignores Basic Damage for 2 seconds"",""3★: • Increases Basic Damage by 5% for each instance of damage ignored up to 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Decreases All Damage Received by 5% for each instance of damage ignored up to 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: Cooldown Time 180 seconds"",""4★: Activation Rate: when HP is below 30%"",""4★: Applies to: Self"",""4★: • Ignores Basic Damage for 3 seconds"",""4★: • Increases Basic Damage by 5% for each instance of damage ignored up to 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Decreases All Damage Received by 5% for each instance of damage ignored up to 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: Cooldown Time 180 seconds"",""5★: Activation Rate: when HP is below 40%"",""5★: Applies to: Self"",""5★: • Ignores Basic Damage for 4 seconds"",""5★: • Increases Basic Damage by 5% for each instance of damage ignored up to 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Decreases All Damage Received by 5% for each instance of damage ignored up to 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: Cooldown Time 180 seconds"",""6★: Activation Rate: when HP is below 50%"",""6★: Applies to: Self"",""6★: • Ignores Basic Damage for 5 seconds"",""6★: • Increases Basic Damage by 5% for each instance of damage ignored up to 25%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Decreases All Damage Received by 5% for each instance of damage ignored up to 25%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: Cooldown Time 180 seconds""]",,Update 11.2,https://thanosvibs.money/images/artifacts/artifact_blackknight.png,/mff-assets/artifacts/artifactblackknight.webp,https://thanosvibs.money/api/artifacts
blackpanther,Wakanda Warrior,Wild Instinct,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases Instinct Critical Rate by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Instinct Critical Damage by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Instinct Critical Rate by 12%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Instinct Critical Damage by 10%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Instinct Critical Rate by 14%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Instinct Critical Damage by 15%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Instinct Critical Rate by 16%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Instinct Critical Damage by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 9.3.5,https://thanosvibs.money/images/artifacts/artifact_blackpanther.png,/mff-assets/artifacts/artifactblackpanther.webp,https://thanosvibs.money/api/artifacts
blackswan,Black Swan Song,Will of the Black Swans,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER HERO faction by 11%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 11%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER HERO faction by 14%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 14%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER HERO faction by 17%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 17%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER HERO faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 9.9,https://thanosvibs.money/images/artifacts/artifact_blackswan.png,/mff-assets/artifacts/artifactblackswan.webp,https://thanosvibs.money/api/artifacts
blackwidow,Will of the Red Room,Absolute Dodge,Low,Medium,"[""3★: Applies to: Self"",""3★: • 11% chance to Dodge ALL Attacks, and an additional 0.2 of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • 14% chance to Dodge ALL Attacks, and an additional 0.3 of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • 17% chance to Dodge ALL Attacks, and an additional 0.4 of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • 20% chance to Dodge ALL Attacks, and an additional 0.5 of total Instinct. (Up to 200%)""]",10.7 Collector's Vault (General Vault) [6★],Update 8.1,https://thanosvibs.money/images/artifacts/artifact_blackwidow.png,/mff-assets/artifacts/artifactblackwidow.webp,https://thanosvibs.money/api/artifacts
blade,Ageless Hunt,Vampiric Price,Medium,Low,"[""3★: Activation Rate: 70% chance when HP STEAL buff is used"",""3★: Applies to: Self"",""3★: • Increases All Basic Attacks by 7% and an additional 0.2% of total Instinct. (Stacks up to 40%) (12 sec.)"",""3★: Cooldown Time 3 seconds"",""4★: Activation Rate: 80% chance when HP STEAL buff is used"",""4★: Applies to: Self"",""4★: • Increases All Basic Attacks by 8% and an additional 0.3% of total Instinct. (Stacks up to 50%) (13 sec.)"",""4★: Cooldown Time 3 seconds"",""5★: Activation Rate: 90% chance when HP STEAL buff is used"",""5★: Applies to: Self"",""5★: • Increases All Basic Attacks by 9% and an additional 0.4% of total Instinct. (Stacks up to 60%) (14 sec.)"",""5★: Cooldown Time 3 seconds"",""6★: Activation Rate: 100% chance when HP STEAL buff is used"",""6★: Applies to: Self"",""6★: • Increases All Basic Attacks by 10% and an additional 0.5% of total Instinct. (Stacks up to 70%) (15 sec.)"",""6★: Cooldown Time 3 seconds""]",,Update 8.1,https://thanosvibs.money/images/artifacts/artifact_blade.png,/mff-assets/artifacts/artifactblade.webp,https://thanosvibs.money/api/artifacts
bluedragon,Dragon's Will,Judgement of the Sky,High,Low,"[""3★: Applies to: Self"",""3★: • Ignores target's Dodge Rate by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases All Basic Attacks by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores target's Dodge Rate by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases All Basic Attacks by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores target's Dodge Rate by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases All Basic Attacks by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores target's Dodge Rate by 25%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 8.3.5a,https://thanosvibs.money/images/artifacts/artifact_bluedragon.png,/mff-assets/artifacts/artifactbluedragon.webp,https://thanosvibs.money/api/artifacts
bullseye,Hit by Pitch,Critical Point,High,Low,"[""3★: Applies to: Self"",""3★: • 70% chance to increase Basic Critical Damage by 20% on Critical Attacks, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • 70% chance to increase Basic Critical Damage by 25% on Critical Attacks, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • 80% chance to increase Basic Critical Damage by 30% on Critical Attacks, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • 80% chance to increase Basic Critical Damage by 35% on Critical Attacks, and an additional 0.5% of total Instinct. (Up to 200%)""]",10.6 Collector's Vault (Personal Vault) [4★],Update 10.6,https://thanosvibs.money/images/artifacts/artifact_bullseye.png,/mff-assets/artifacts/artifactbullseye.webp,https://thanosvibs.money/api/artifacts
cable,Future Freedom Fighter,Sniper's Instinct,Medium,Low,"[""3★: Activation Rate: when attacking"",""3★: Applies to: Self"",""3★: • Increases Basic Damage by 0.2% per 1% of Critical Rate (regardless of Guaranteed Critical Rate), and an additional 0.5% of Total Instinct (Stacs up to 20%) (9 sec.)"",""3★: Cooldown Time 15 seconds"",""4★: Activation Rate: when attacking"",""4★: Applies to: Self"",""4★: • Increases Basic Damage by 0.2% per 1% of Critical Rate (regardless of Guaranteed Critical Rate), and an additional 0.6% of Total Instinct (Stacs up to 25%) (9 sec.)"",""4★: Cooldown Time 15 seconds"",""5★: Activation Rate: when attacking"",""5★: Applies to: Self"",""5★: • Increases Basic Damage by 0.2% per 1% of Critical Rate (regardless of Guaranteed Critical Rate), and an additional 0.7% of Total Instinct (Stacs up to 30%) (10 sec.)"",""5★: Cooldown Time 15 seconds"",""6★: Activation Rate: when attacking"",""6★: Applies to: Self"",""6★: • Increases Basic Damage by 0.2% per 1% of Critical Rate (regardless of Guaranteed Critical Rate), and an additional 0.8% of Total Instinct (Stacs up to 35%) (10 sec.)"",""6★: Cooldown Time 15 seconds""]",9.3 Collector's Vault (General Vault) [6★],Update 9.3,https://thanosvibs.money/images/artifacts/artifact_cable.png,/mff-assets/artifacts/artifactcable.webp,https://thanosvibs.money/api/artifacts
captainamerica,The Living Legend,Unbreakable Justice,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]","Dimension Rift Clear Reward (Round 1, Legendary / Mythic) [3★] | Dimension Rift Clear Reward (Round 1, Mythic) [4★] | Dimension Rift Progress Reward (Round 1, Legendary / Mythic) [3★] | Dimension Rift Progress Reward (Round 1, Mythic) [4★] | Dimension Rift Daily Progress Completion Reward [3★] | 8.5 Collector's Vault (General Vault) [6★]",Update 7.5,https://thanosvibs.money/images/artifacts/artifact_captainamerica.png,/mff-assets/artifacts/artifactcaptainamerica.webp,https://thanosvibs.money/api/artifacts
captainamericasharonrogers,Spear of Justice,Warrior's Will,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases Instinct Critical Rate by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Instinct Critical Damage by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Instinct Critical Rate by 12%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Instinct Critical Damage by 10%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 8%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Instinct Critical Rate by 14%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Instinct Critical Damage by 15%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 11%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Instinct Critical Rate by 16%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Instinct Critical Damage by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 15%, and an additional 0.5% of total Instinct. (Up to 200%)""]","Dimension Rift Clear Reward (Round 3, Legendary / Mythic) [3★] | Dimension Rift Clear Reward (Round 3, Mythic) [4★] | Dimension Rift Progress Reward (Round 3, Legendary / Mythic) [3★] | Dimension Rift Progress Reward (Round 3, Mythic) [4★] | Dimension Rift Daily Progress Completion Reward [3★]",Update 7.5,https://thanosvibs.money/images/artifacts/artifact_sharonrogers.png,/mff-assets/artifacts/artifactsharonrogers.webp,https://thanosvibs.money/api/artifacts
captainmarvel,Leader's Flight,Warrior's Immunity,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 8%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 12%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",9.5 Collector's Vault (Personal Vault) [4★],Update 9.5,https://thanosvibs.money/images/artifacts/artifact_captainmarvel.png,/mff-assets/artifacts/artifactcaptainmarvel.webp,https://thanosvibs.money/api/artifacts
carnage,Spiral Hive Mind,True Madness,Low,High,"[""3★: Activation Rate: when HP is below 5%"",""3★: Applies to: Self"",""3★: • Guard Break Immunity"",""3★: • HP does not drop to 1 or below. Recovers HP by 10% of Max HP when the buff ends."",""3★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (4 sec.)"",""3★: Cooldown Time 180 seconds"",""4★: Activation Rate: when HP is below 5%"",""4★: Applies to: Self"",""4★: • Guard Break Immunity"",""4★: • HP does not drop to 1 or below. Recovers HP by 20% of Max HP when the buff ends."",""4★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (5 sec.)"",""4★: Cooldown Time 180 seconds"",""5★: Activation Rate: when HP is below 5%"",""5★: Applies to: Self"",""5★: • Guard Break Immunity"",""5★: • HP does not drop to 1 or below. Recovers HP by 35% of Max HP when the buff ends."",""5★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (6 sec.)"",""5★: Cooldown Time 180 seconds"",""6★: Activation Rate: when HP is below 5%"",""6★: Applies to: Self"",""6★: • Guard Break Immunity"",""6★: • HP does not drop to 1 or below. Recovers HP by 50% of Max HP when the buff ends."",""6★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (7 sec.)"",""6★: Cooldown Time 180 seconds""]",8.4 Collector's Vault (General Vault) [6★],Update 8.4.5a,https://thanosvibs.money/images/artifacts/artifact_carnage.png,/mff-assets/artifacts/artifactcarnage.webp,https://thanosvibs.money/api/artifacts
cassandranova,Hatred for Mutants,Evil Psionic,High,Low,"[""3★: Applies to: Self"",""3★: • Increases All Basic Attacks by 8%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Ignores Non-Boss enemy Damage Decrease by 9%, and an additional 0.1% of Total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases All Basic Attacks by 10%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Ignores Non-Boss enemy Damage Decrease by 11%, and an additional 0.1% of Total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases All Basic Attacks by 12%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Ignores Non-Boss enemy Damage Decrease by 13%, and an additional 0.1% of Total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases All Basic Attacks by 15%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Ignores Non-Boss enemy Damage Decrease by 15%, and an additional 0.1% of Total Instinct. (Up to 200%)""]",,Update 10.2,https://thanosvibs.money/images/artifacts/artifact_cassandranova.png,/mff-assets/artifacts/artifactcassandranova.webp,https://thanosvibs.money/api/artifacts
