id,character_id,name,is_default,sort_order,image_url,image_local_url,combat_type,side,gender,species,tags,source_url
blackpanther4,blackpanther,King Without a Crown,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/blackpanther4.png,/mff-assets/uniforms/blackpanther4.webp,Combat,Hero,Male,Human,"{""Agility"",""Command"",""Physical"",""Instinct:Justice"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/blackpanther4/skills
blackpanther2,blackpanther,Marvel Studios' Black Panther,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/blackpanther2.png,/mff-assets/uniforms/blackpanther2.webp,Combat,Hero,Male,Human,"{""Agility"",""Command"",""Physical"",""Energy"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/blackpanther2/skills
blackpanther1,blackpanther,Marvel Studios' Captain America: Civil War,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/blackpanther1.png,/mff-assets/uniforms/blackpanther1.webp,Combat,Hero,Male,Human,"{""Agility"",""Command"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/blackpanther1/skills
blackswan,blackswan,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/blackswan.png,/mff-assets/uniforms/blackswan.webp,Speed,Villain,Female,Alien,"{""Pure Evil"",""Black Order"",""Energy"",""Instinct:Destruction"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/blackswan/skills
blackwidow,blackwidow,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/blackwidow.png,/mff-assets/uniforms/blackwidow.webp,Speed,Hero,Female,Human,"{""Agility"",""Agent"",""Energy"",""Lightning"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/blackwidow/skills
blackwidow7,blackwidow,Avengers 3099,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/blackwidow7.png,/mff-assets/uniforms/blackwidow7.webp,Speed,Hero,Female,Human,"{""Agility"",""Agent"",""Physical"",""Lightning"",""Instinct:Justice"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/blackwidow7/skills
blackwidow1,blackwidow,Avengers: Age of Ultron,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/blackwidow1.png,/mff-assets/uniforms/blackwidow1.webp,Speed,Hero,Female,Human,"{""Agility"",""Agent"",""Energy"",""Lightning"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/blackwidow1/skills
blackwidow10,blackwidow,Golden Gate Vigilante,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/blackwidow10.png,/mff-assets/uniforms/blackwidow10.webp,Speed,Hero,Female,Human,"{""Agility"",""Agent"",""Physical"",""Lightning"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/blackwidow10/skills
blackwidow5,blackwidow,Marvel Studios' Avengers: Endgame,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/blackwidow5.png,/mff-assets/uniforms/blackwidow5.webp,Speed,Hero,Female,Human,"{""Agility"",""Agent"",""Energy"",""Lightning"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/blackwidow5/skills
blackwidow4,blackwidow,Marvel Studios' Avengers: Infinity War,false,5,https://thanosvibs.money/images-thumbnails/portraits/md/blackwidow4.png,/mff-assets/uniforms/blackwidow4.webp,Speed,Hero,Female,Human,"{""Agility"",""Agent"",""Energy"",""Lightning"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/blackwidow4/skills
blackwidow8,blackwidow,Marvel Studios' Black Widow,false,6,https://thanosvibs.money/images-thumbnails/portraits/md/blackwidow8.png,/mff-assets/uniforms/blackwidow8.webp,Speed,Hero,Female,Human,"{""Agility"",""Agent"",""Physical"",""Lightning"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/blackwidow8/skills
blackwidow9,blackwidow,Marvel Studios' Black Widow (Snow Suit),false,7,https://thanosvibs.money/images-thumbnails/portraits/md/blackwidow9.png,/mff-assets/uniforms/blackwidow9.webp,Speed,Hero,Female,Human,"{""Agility"",""Agent"",""Physical"",""Lightning"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/blackwidow9/skills
blackwidow3,blackwidow,Marvel Studios' Captain America: Civil War,false,8,https://thanosvibs.money/images-thumbnails/portraits/md/blackwidow3.png,/mff-assets/uniforms/blackwidow3.webp,Speed,Hero,Female,Human,"{""Agility"",""Agent"",""Energy"",""Lightning"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/blackwidow3/skills
blackwidow2,blackwidow,Secret Wars: 2099,false,9,https://thanosvibs.money/images-thumbnails/portraits/md/blackwidow2.png,/mff-assets/uniforms/blackwidow2.webp,Speed,Hero,Female,Human,"{""Agility"",""Agent"",""Energy"",""Lightning"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/blackwidow2/skills
blackwidow6,blackwidow,Team Suit,false,10,https://thanosvibs.money/images-thumbnails/portraits/md/blackwidow6.png,/mff-assets/uniforms/blackwidow6.webp,Speed,Hero,Female,Human,"{""Agility"",""Agent"",""Energy"",""Lightning"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/blackwidow6/skills
blackwidow11,blackwidow,Venomous,false,11,https://thanosvibs.money/images-thumbnails/portraits/md/blackwidow11.png,/mff-assets/uniforms/blackwidow11.webp,Speed,Hero,Female,Human,"{""Agility"",""Agent"",""Symbiote"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/blackwidow11/skills
blade,blade,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/blade.png,/mff-assets/uniforms/blade.webp,Combat,Hero,Male,Human,"{""Healing"",""Weapons Master"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/blade/skills
blade1,blade,70's Classic,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/blade1.png,/mff-assets/uniforms/blade1.webp,Combat,Hero,Male,Human,"{""Healing"",""Weapons Master"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/blade1/skills
blade2,blade,Avengers,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/blade2.png,/mff-assets/uniforms/blade2.webp,Combat,Hero,Male,Human,"{""Healing"",""Weapons Master"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/blade2/skills
blade3,blade,Vampire Slayer,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/blade3.png,/mff-assets/uniforms/blade3.webp,Combat,Hero,Male,Human,"{""Healing"",""Weapons Master"",""Physical"",""Instinct:Justice"",""Source:Original"",""Tier-3""}",https://thanosvibs.money/api/characters/blade3/skills
bluedragon,bluedragon,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/bluedragon.png,/mff-assets/uniforms/bluedragon.webp,Blast,Hero,Female,Human,"{""Warriors of the Sky"",""Leadership"",""Shock"",""Energy"",""Lightning"",""Instinct:Justice"",""Source:Original"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/bluedragon/skills
bluedragon1,bluedragon,Moon Temple Defenders,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/bluedragon1.png,/mff-assets/uniforms/bluedragon1.webp,Blast,Hero,Female,Human,"{""Warriors of the Sky"",""Leadership"",""Shock"",""Energy"",""Lightning"",""Instinct:Justice"",""Source:Original"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/bluedragon1/skills
bluemarvel,bluemarvel,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/bluemarvel.png,/mff-assets/uniforms/bluemarvel.webp,Universal,Hero,Male,Human,"{""Leadership"",""Energy Projection"",""Energy"",""Instinct:Justice"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/bluemarvel/skills
bluemarvel1,bluemarvel,Classic,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/bluemarvel1.png,/mff-assets/uniforms/bluemarvel1.webp,Universal,Hero,Male,Human,"{""Leadership"",""Energy Projection"",""Energy"",""Instinct:Justice"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/bluemarvel1/skills
bullseye,bullseye,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/bullseye.png,/mff-assets/uniforms/bullseye.webp,Combat,Villain,Male,Human,"{""Weapons Master"",""Pure Evil"",""Physical"",""Instinct:Cruelty"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/bullseye/skills
bullseye2,bullseye,Dark Avengers,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/bullseye2.png,/mff-assets/uniforms/bullseye2.webp,Speed,Villain,Male,Human,"{""Dark Avengers"",""Weapons Master"",""Physical"",""Instinct:Cruelty"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/bullseye2/skills
bullseye1,bullseye,Secret Wars: 1872,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/bullseye1.png,/mff-assets/uniforms/bullseye1.webp,Combat,Villain,Male,Human,"{""Weapons Master"",""Pure Evil"",""Physical"",""Instinct:Cruelty"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/bullseye1/skills
bullseye3,bullseye,Wastelanders,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/bullseye3.png,/mff-assets/uniforms/bullseye3.webp,Speed,Villain,Male,Human,"{""Weapons Master"",""Pure Evil"",""Physical"",""Instinct:Cruelty"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/bullseye3/skills
cable,cable,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/cable.png,/mff-assets/uniforms/cable.webp,Blast,Hero,Male,Mutant,"{""Weapons Master"",""Leadership"",""Machine"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/cable/skills
cable2,cable,Cable & Deadpool,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/cable2.png,/mff-assets/uniforms/cable2.webp,Blast,Hero,Male,Mutant,"{""Weapons Master"",""Leadership"",""Machine"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/cable2/skills
cable5,cable,Heart of Darkness,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/cable5.png,/mff-assets/uniforms/cable5.webp,Blast,Hero,Male,Mutant,"{""Weapons Master"",""Leadership"",""Machine"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/cable5/skills
cable3,cable,Summer Days,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/cable3.png,/mff-assets/uniforms/cable3.webp,Blast,Hero,Male,Mutant,"{""Weapons Master"",""Leadership"",""Machine"",""Energy"",""Instinct:Order"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/cable3/skills
cable4,cable,X of Swords,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/cable4.png,/mff-assets/uniforms/cable4.webp,Blast,Hero,Male,Mutant,"{""Weapons Master"",""Leadership"",""Machine"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/cable4/skills
cable1,cable,X-Force,false,5,https://thanosvibs.money/images-thumbnails/portraits/md/cable1.png,/mff-assets/uniforms/cable1.webp,Blast,Hero,Male,Mutant,"{""Weapons Master"",""Leadership"",""Machine"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/cable1/skills
captainamerica,captainamerica,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/captainamerica.png,/mff-assets/uniforms/captainamerica.webp,Combat,Hero,Male,Human,"{""Leadership"",""Command"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/captainamerica/skills
captainamerica10,captainamerica,Avengers 3099,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/captainamerica10.png,/mff-assets/uniforms/captainamerica10.webp,Combat,Hero,Male,Human,"{""Leadership"",""Command"",""Physical"",""Instinct:Justice"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/captainamerica10/skills
captainamerica1,captainamerica,Avengers: Age of Ultron,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/captainamerica1.png,/mff-assets/uniforms/captainamerica1.webp,Combat,Hero,Male,Human,"{""Leadership"",""Command"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/captainamerica1/skills
captainamerica13,captainamerica,Back to Basics,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/captainamerica13.png,/mff-assets/uniforms/captainamerica13.webp,Combat,Hero,Male,Human,"{""Leadership"",""Command"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/captainamerica13/skills
captainamerica12,captainamerica,Enter the Phoenix,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/captainamerica12.png,/mff-assets/uniforms/captainamerica12.webp,Combat,Hero,Male,Human,"{""Leadership"",""Command"",""Phoenix Force"",""Physical"",""Fire"",""Energy"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/captainamerica12/skills
captainamerica15,captainamerica,Galactic Talon,false,5,https://thanosvibs.money/images-thumbnails/portraits/md/captainamerica15.png,/mff-assets/uniforms/captainamerica15.webp,Combat,Hero,Male,Human,"{""Leadership"",""Command"",""Physical"",""Instinct:Justice"",""Source:Collab"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/captainamerica15/skills
captainamerica11,captainamerica,Hydra Supreme,false,6,https://thanosvibs.money/images-thumbnails/portraits/md/captainamerica11.png,/mff-assets/uniforms/captainamerica11.webp,Blast,Villain,Male,Human,"{""Command"",""Cosmic Cube"",""Physical"",""Energy"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/captainamerica11/skills
captainamerica5,captainamerica,Marvel NOW!,false,7,https://thanosvibs.money/images-thumbnails/portraits/md/captainamerica5.png,/mff-assets/uniforms/captainamerica5.webp,Combat,Hero,Male,Human,"{""Leadership"",""Command"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/captainamerica5/skills
captainamerica9,captainamerica,Marvel Studios' Avengers: Endgame,false,8,https://thanosvibs.money/images-thumbnails/portraits/md/captainamerica9.png,/mff-assets/uniforms/captainamerica9.webp,Combat,Hero,Male,Human,"{""Leadership"",""Command"",""Physical"",""Energy"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/captainamerica9/skills
captainamerica6,captainamerica,Marvel Studios' Avengers: Infinity War,false,9,https://thanosvibs.money/images-thumbnails/portraits/md/captainamerica6.png,/mff-assets/uniforms/captainamerica6.webp,Combat,Hero,Male,Human,"{""Leadership"",""Command"",""Physical"",""Energy"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/captainamerica6/skills
captainamerica4,captainamerica,Marvel Studios' Captain America: Civil War,false,10,https://thanosvibs.money/images-thumbnails/portraits/md/captainamerica4.png,/mff-assets/uniforms/captainamerica4.webp,Combat,Hero,Male,Human,"{""Leadership"",""Command"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/captainamerica4/skills
captainamerica3,captainamerica,Marvel Studios' Captain America: The Winter Soldier,false,11,https://thanosvibs.money/images-thumbnails/portraits/md/captainamerica3.png,/mff-assets/uniforms/captainamerica3.webp,Combat,Hero,Male,Human,"{""Leadership"",""Command"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/captainamerica3/skills
captainamerica2,captainamerica,Secret Wars: 2099,false,12,https://thanosvibs.money/images-thumbnails/portraits/md/captainamerica2.png,/mff-assets/uniforms/captainamerica2.webp,Combat,Hero,Female,Human,"{""Leadership"",""Command"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/captainamerica2/skills
captainamerica8,captainamerica,Team Suit,false,13,https://thanosvibs.money/images-thumbnails/portraits/md/captainamerica8.png,/mff-assets/uniforms/captainamerica8.webp,Combat,Hero,Male,Human,"{""Leadership"",""Command"",""Physical"",""Energy"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/captainamerica8/skills
captainamerica14,captainamerica,What If... Zombies?!,false,14,https://thanosvibs.money/images-thumbnails/portraits/md/captainamerica14.png,/mff-assets/uniforms/captainamerica14.webp,Combat,Villain,Male,Human,"{""Leadership"",""Command"",""Zombie"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/captainamerica14/skills
sharonrogers,captainamericasharonrogers,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/sharonrogers.png,/mff-assets/uniforms/sharonrogers.webp,Blast,Hero,Female,Human,"{""Leadership"",""Energy Projection"",""Physical"",""Energy"",""Instinct:Justice"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/sharonrogers/skills
