id,appearance_ability_id,stage_id,stage_order,effect_order,source_effect_id,ability_code,effect_name,description,duration,tick,persistent,metadata
appearance-ability:captainamerica14:passive:stage:180010101:0:effect:1800101011:0,appearance-ability:captainamerica14:passive,180010101,1,1,1800101011,206,Removes all Debuffs.,Removes all Debuffs.,6,,false,"{""rawDescription"":""Removes all Debuffs.""}"
appearance-ability:captainamerica14:tier-2-passive:stage:180016101:0:effect:1800161011:0,appearance-ability:captainamerica14:tier-2-passive,180016101,1,1,1800161011,314,Decreases all basic damage,Decreases basic damage received by 40%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>40%</b>.""}"
appearance-ability:captainamerica14:tier-2-passive:stage:180016101:0:effect:1800161012:1,appearance-ability:captainamerica14:tier-2-passive,180016101,1,2,1800161012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 40%, increases Bonus Damage by 40%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>40%</b>, increases Bonus Damage by <b>40%</b>.""}"
appearance-ability:captainamerica14:tier-2-passive:stage:180016101:0:effect:1800161013:2,appearance-ability:captainamerica14:tier-2-passive,180016101,1,3,1800161013,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 50%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>50%</b>.""}"
appearance-ability:captainamerica14:uniform-passive:stage:180016201:0:effect:1800162011:0,appearance-ability:captainamerica14:uniform-passive,180016201,1,1,1800162011,9,ALL BASIC ATTACKS INCREASE,Increases all Basic Attacks by 40%,,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>40%</b>""}"
appearance-ability:captainamerica14:uniform-passive:stage:180016201:0:effect:1800162012:1,appearance-ability:captainamerica14:uniform-passive,180016201,1,2,1800162012,40,CHAIN HIT DMG RECEIVED ↓,Decreases Chain Hit damage by 15% when attacked.,,,false,"{""rawDescription"":""Decreases Chain Hit damage by <b>15%</b> when attacked.""}"
appearance-ability:captainamerica14:uniform-passive:stage:180016201:0:effect:1800162013:2,appearance-ability:captainamerica14:uniform-passive,180016201,1,3,1800162013,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:captainamerica14:uniform-passive:stage:180016301:1:effect:1800163011:0,appearance-ability:captainamerica14:uniform-passive,180016301,2,1,1800163011,258,ALL DAMAGE IMMUNE,100% chance to grant All Damage Immunity,5,,false,"{""rawDescription"":""<b>100%</b> chance to grant All Damage Immunity""}"
appearance-ability:captainamerica15:leader-skill:stage:180018906:0:effect:1800189061:0,appearance-ability:captainamerica15:leader-skill,180018906,1,1,1800189061,11,MAX HP ↑,45% increase of HP.,,,false,"{""rawDescription"":""<b>45%</b> increase of HP.""}"
appearance-ability:captainamerica15:passive:stage:180018501:0:effect:1800185011:0,appearance-ability:captainamerica15:passive,180018501,1,1,1800185011,206,Removes all Debuffs.,Removes all Debuffs.,6,,false,"{""rawDescription"":""Removes all Debuffs.""}"
appearance-ability:captainamerica15:tier-2-passive:stage:180018601:0:effect:1800186011:0,appearance-ability:captainamerica15:tier-2-passive,180018601,1,1,1800186011,314,Decreases all basic damage,Decreases basic damage received by 45%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>45%</b>.""}"
appearance-ability:captainamerica15:tier-2-passive:stage:180018601:0:effect:1800186012:1,appearance-ability:captainamerica15:tier-2-passive,180018601,1,2,1800186012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 40%, increases Bonus Damage by 40%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>40%</b>, increases Bonus Damage by <b>40%</b>.""}"
appearance-ability:captainamerica15:tier-2-passive:stage:180018601:0:effect:1800186013:2,appearance-ability:captainamerica15:tier-2-passive,180018601,1,3,1800186013,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 50%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>50%</b>.""}"
appearance-ability:captainamerica15:uniform-passive:stage:180018701:0:effect:1800187011:0,appearance-ability:captainamerica15:uniform-passive,180018701,1,1,1800187011,9,ALL BASIC ATTACKS INCREASE,Increases all Basic Attacks by 40%,,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>40%</b>""}"
appearance-ability:captainamerica15:uniform-passive:stage:180018701:0:effect:1800187012:1,appearance-ability:captainamerica15:uniform-passive,180018701,1,2,1800187012,40,CHAIN HIT DMG RECEIVED ↓,Decreases Chain Hit damage by 30% when attacked.,,,false,"{""rawDescription"":""Decreases Chain Hit damage by <b>30%</b> when attacked.""}"
appearance-ability:captainamerica15:uniform-passive:stage:180018701:0:effect:1800187013:2,appearance-ability:captainamerica15:uniform-passive,180018701,1,3,1800187013,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:captainamerica15:uniform-passive:stage:180018801:1:effect:1800188011:0,appearance-ability:captainamerica15:uniform-passive,180018801,2,1,1800188011,258,ALL DAMAGE IMMUNE,100% chance to grant All Damage Immunity,5,,false,"{""rawDescription"":""<b>100%</b> chance to grant All Damage Immunity""}"
appearance-ability:ikaris:leader-skill:stage:102422006:0:effect:1024220061:0,appearance-ability:ikaris:leader-skill,102422006,1,1,1024220061,9,ALL BASIC ATTACKS INCREASE,Increases all Basic Attacks by 60%,,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>60%</b>""}"
appearance-ability:ikaris:passive:stage:102420401:0:effect:1024204011:0,appearance-ability:ikaris:passive,102420401,1,1,1024204011,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 25%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>25%</b>.""}"
appearance-ability:ikaris:passive:stage:102420401:0:effect:1024204012:1,appearance-ability:ikaris:passive,102420401,1,2,1024204012,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:ikaris:passive:stage:102421401:1:effect:1024214011:0,appearance-ability:ikaris:passive,102421401,2,1,1024214011,18,HP RECOVERY,Recovers 4% of HP.,1,1,false,"{""rawDescription"":""Recovers <b>4%</b> of HP.""}"
appearance-ability:ikaris:tier-2-passive:stage:102427001:0:effect:1024270011:0,appearance-ability:ikaris:tier-2-passive,102427001,1,1,1024270011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 45%, increases Bonus Damage by 30%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>45%</b>, increases Bonus Damage by <b>30%</b>.""}"
appearance-ability:ikaris:tier-2-passive:stage:102427001:0:effect:1024270012:1,appearance-ability:ikaris:tier-2-passive,102427001,1,2,1024270012,314,Decreases all basic damage,Decreases basic damage received by 30%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>30%</b>.""}"
appearance-ability:ikaris1:leader-skill:stage:102422006:0:effect:1024220061:0,appearance-ability:ikaris1:leader-skill,102422006,1,1,1024220061,9,ALL BASIC ATTACKS INCREASE,Increases all Basic Attacks by 60%,,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>60%</b>""}"
appearance-ability:ikaris1:passive:stage:102420401:0:effect:1024204011:0,appearance-ability:ikaris1:passive,102420401,1,1,1024204011,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 25%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>25%</b>.""}"
appearance-ability:ikaris1:passive:stage:102420401:0:effect:1024204012:1,appearance-ability:ikaris1:passive,102420401,1,2,1024204012,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:ikaris1:passive:stage:102421401:1:effect:1024214011:0,appearance-ability:ikaris1:passive,102421401,2,1,1024214011,18,HP RECOVERY,Recovers 4% of HP.,1,1,false,"{""rawDescription"":""Recovers <b>4%</b> of HP.""}"
appearance-ability:ikaris1:tier-2-passive:stage:102427001:0:effect:1024270011:0,appearance-ability:ikaris1:tier-2-passive,102427001,1,1,1024270011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 45%, increases Bonus Damage by 30%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>45%</b>, increases Bonus Damage by <b>30%</b>.""}"
appearance-ability:ikaris1:tier-2-passive:stage:102427001:0:effect:1024270012:1,appearance-ability:ikaris1:tier-2-passive,102427001,1,2,1024270012,314,Decreases all basic damage,Decreases basic damage received by 30%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>30%</b>.""}"
appearance-ability:ikaris1:uniform-passive:stage:102425001:0:effect:1024250011:0,appearance-ability:ikaris1:uniform-passive,102425001,1,1,1024250011,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 10% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>10%</b> when attacking.""}"
appearance-ability:ikaris1:uniform-passive:stage:102425001:0:effect:1024250012:1,appearance-ability:ikaris1:uniform-passive,102425001,1,2,1024250012,297,PHYSICAL DAMAGE ↓,Decreases Physical Damage Received by 25%.,,,false,"{""rawDescription"":""Decreases Physical Damage Received by <b>25%</b>.""}"
appearance-ability:ikaris1:uniform-passive:stage:102425001:0:effect:1024250013:2,appearance-ability:ikaris1:uniform-passive,102425001,1,3,1024250013,298,ENERGY DAMAGE ↓,Decreases Energy Damage Received by 25%.,,,false,"{""rawDescription"":""Decreases Energy Damage Received by <b>25%</b>.""}"
appearance-ability:sersi:leader-skill:stage:102432006:0:effect:1024320061:0,appearance-ability:sersi:leader-skill,102432006,1,1,1024320061,37,ALL SPEED ↑,Increases All Speeds by 6%.,,,false,"{""rawDescription"":""Increases All Speeds by <b>6%</b>.""}"
appearance-ability:sersi:passive:stage:102430401:0:effect:1024304011:0,appearance-ability:sersi:passive,102430401,1,1,1024304011,206,Removes all Debuffs.,Removes all Debuffs.,10,,false,"{""rawDescription"":""Removes all Debuffs.""}"
appearance-ability:sersi:tier-2-passive:stage:102437001:0:effect:1024370011:0,appearance-ability:sersi:tier-2-passive,102437001,1,1,1024370011,9,ALL BASIC ATTACKS INCREASE,Increases all Basic Attacks by 30%,,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>30%</b>""}"
appearance-ability:sersi1:leader-skill:stage:102432006:0:effect:1024320061:0,appearance-ability:sersi1:leader-skill,102432006,1,1,1024320061,37,ALL SPEED ↑,Increases All Speeds by 6%.,,,false,"{""rawDescription"":""Increases All Speeds by <b>6%</b>.""}"
appearance-ability:sersi1:passive:stage:102432301:0:effect:1024323011:0,appearance-ability:sersi1:passive,102432301,1,1,1024323011,206,Removes all Debuffs.,Removes all Debuffs.,12,,false,"{""rawDescription"":""Removes all Debuffs.""}"
appearance-ability:sersi1:tier-2-passive:stage:102432401:0:effect:1024324011:0,appearance-ability:sersi1:tier-2-passive,102432401,1,1,1024324011,9,ALL BASIC ATTACKS INCREASE,Increases all Basic Attacks by 30%,,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>30%</b>""}"
appearance-ability:sersi1:tier-2-passive:stage:102432401:0:effect:1024324012:1,appearance-ability:sersi1:tier-2-passive,102432401,1,2,1024324012,299,Increases basic damage based on character's faction,Increases basic damage dealt to Villain faction by 30%.,,,false,"{""rawDescription"":""Increases basic damage dealt to <b>Villain</b> faction by <b>30%</b>.""}"
appearance-ability:sersi1:tier-2-passive:stage:102432401:0:effect:1024324013:2,appearance-ability:sersi1:tier-2-passive,102432401,1,3,1024324013,300,Decreases basic damage based on character's faction,Decreases basic damage received from Villain faction by 30%.,,,false,"{""rawDescription"":""Decreases basic damage received from <b>Villain</b> faction by <b>30%</b>.""}"
appearance-ability:sersi1:uniform-passive:stage:102435001:0:effect:1024350011:0,appearance-ability:sersi1:uniform-passive,102435001,1,1,1024350011,29,RECOVERY RATE ↑,30% increase of Recovery Rate.,,,false,"{""rawDescription"":""<b>30%</b> increase of Recovery Rate.""}"
appearance-ability:sersi1:uniform-passive:stage:102435001:0:effect:1024350012:1,appearance-ability:sersi1:uniform-passive,102435001,1,2,1024350012,314,Decreases all basic damage,Decreases basic damage received by 30%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>30%</b>.""}"
appearance-ability:daredevil:leader-skill:stage:100162006:0:effect:1001620061:0,appearance-ability:daredevil:leader-skill,100162006,1,1,1001620061,6,CRITICAL RATE ↑,Critical Rate increases by 12%.,18,,false,"{""rawDescription"":""Critical Rate increases by <b>12%</b>.""}"
appearance-ability:daredevil:leader-skill:stage:100162006:0:effect:1001620062:1,appearance-ability:daredevil:leader-skill,100162006,1,2,1001620062,7,CRITICAL DAMAGE ↑,Critical Damage increases by 12%.,18,,false,"{""rawDescription"":""Critical Damage increases by <b>12%</b>.""}"
appearance-ability:daredevil:passive:stage:100160401:0:effect:1001604011:0,appearance-ability:daredevil:passive,100160401,1,1,1001604011,8,DODGE ↑,Dodge Rate increases by 3%.,,,false,"{""rawDescription"":""Dodge Rate increases by <b>3%</b>.""}"
appearance-ability:daredevil:passive:stage:100160401:0:effect:1001604012:1,appearance-ability:daredevil:passive,100160401,1,2,1001604012,220,RESIST,Immunity to BLIND Effect.,,,false,"{""rawDescription"":""Immunity to <b>BLIND</b> Effect.""}"
appearance-ability:daredevil:tier-2-passive:stage:100167001:0:effect:1001670011:0,appearance-ability:daredevil:tier-2-passive,100167001,1,1,1001670011,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 30%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>30%</b>""}"
appearance-ability:daredevil:tier-2-passive:stage:100167001:0:effect:1001670012:1,appearance-ability:daredevil:tier-2-passive,100167001,1,2,1001670012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 42%, increases Bonus Damage by 25%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>42%</b>, increases Bonus Damage by <b>25%</b>.""}"
appearance-ability:daredevil1:leader-skill:stage:100162006:0:effect:1001620061:0,appearance-ability:daredevil1:leader-skill,100162006,1,1,1001620061,6,CRITICAL RATE ↑,Critical Rate increases by 12%.,18,,false,"{""rawDescription"":""Critical Rate increases by <b>12%</b>.""}"
appearance-ability:daredevil1:leader-skill:stage:100162006:0:effect:1001620062:1,appearance-ability:daredevil1:leader-skill,100162006,1,2,1001620062,7,CRITICAL DAMAGE ↑,Critical Damage increases by 12%.,18,,false,"{""rawDescription"":""Critical Damage increases by <b>12%</b>.""}"
appearance-ability:daredevil1:passive:stage:100160401:0:effect:1001604011:0,appearance-ability:daredevil1:passive,100160401,1,1,1001604011,8,DODGE ↑,Dodge Rate increases by 3%.,,,false,"{""rawDescription"":""Dodge Rate increases by <b>3%</b>.""}"
appearance-ability:daredevil1:passive:stage:100160401:0:effect:1001604012:1,appearance-ability:daredevil1:passive,100160401,1,2,1001604012,220,RESIST,Immunity to BLIND Effect.,,,false,"{""rawDescription"":""Immunity to <b>BLIND</b> Effect.""}"
appearance-ability:daredevil1:tier-2-passive:stage:100167001:0:effect:1001670011:0,appearance-ability:daredevil1:tier-2-passive,100167001,1,1,1001670011,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 30%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>30%</b>""}"
appearance-ability:daredevil1:tier-2-passive:stage:100167001:0:effect:1001670012:1,appearance-ability:daredevil1:tier-2-passive,100167001,1,2,1001670012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 42%, increases Bonus Damage by 25%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>42%</b>, increases Bonus Damage by <b>25%</b>.""}"
