id,appearance_id,kind,source_skill_type,source_skill_id,name,cooldown,target,activation,icon,sort_order,source_url,raw_data
appearance-ability:daredevil1:uniform-passive,daredevil1,uniform_effect,Uniform Passive,100165001,Devil of Hell's Kitchen,3,,when enemies are within 3 m range,daredevil1,3,https://thanosvibs.money/api/characters/daredevil1/skills,"{""character"":""Daredevil"",""characterId"":""daredevil"",""uniform"":""Devil of Hell's Kitchen"",""baseCharacter"":false,""sourceSkillId"":""100165001""}"
appearance-ability:daredevil2:leader-skill,daredevil2,leader,Leader Skill,100162006,Concentration of Senses,30,All Allies,30 % rate when dodging,icon_daredevil_skill20,0,https://thanosvibs.money/api/characters/daredevil2/skills,"{""character"":""Daredevil"",""characterId"":""daredevil"",""uniform"":""All-New, All-Different"",""baseCharacter"":false,""sourceSkillId"":""100162006""}"
appearance-ability:daredevil2:passive,daredevil2,passive,Passive,100160401,Radar Sense,0,,,icon_daredevil_skill04,1,https://thanosvibs.money/api/characters/daredevil2/skills,"{""character"":""Daredevil"",""characterId"":""daredevil"",""uniform"":""All-New, All-Different"",""baseCharacter"":false,""sourceSkillId"":""100160401""}"
appearance-ability:daredevil2:tier-2-passive,daredevil2,passive,Tier-2 Passive,100167001,Sonar Sense,0,,,icon_daredevil_skill70,2,https://thanosvibs.money/api/characters/daredevil2/skills,"{""character"":""Daredevil"",""characterId"":""daredevil"",""uniform"":""All-New, All-Different"",""baseCharacter"":false,""sourceSkillId"":""100167001""}"
appearance-ability:daredevil2:uniform-passive,daredevil2,uniform_effect,Uniform Passive,100165101,"All-New, All-Different",15,,when dodging,daredevil2,3,https://thanosvibs.money/api/characters/daredevil2/skills,"{""character"":""Daredevil"",""characterId"":""daredevil"",""uniform"":""All-New, All-Different"",""baseCharacter"":false,""sourceSkillId"":""100165101""}"
appearance-ability:daredevil3:leader-skill,daredevil3,leader,Leader Skill,100162006,Concentration of Senses,30,All Allies,30 % rate when dodging,icon_daredevil_skill20,0,https://thanosvibs.money/api/characters/daredevil3/skills,"{""character"":""Daredevil"",""characterId"":""daredevil"",""uniform"":""Fall From Grace"",""baseCharacter"":false,""sourceSkillId"":""100162006""}"
appearance-ability:daredevil3:passive,daredevil3,passive,Passive,100163901,Radar Sense,0,,,icon_daredevil_skill04,1,https://thanosvibs.money/api/characters/daredevil3/skills,"{""character"":""Daredevil"",""characterId"":""daredevil"",""uniform"":""Fall From Grace"",""baseCharacter"":false,""sourceSkillId"":""100163901""}"
appearance-ability:daredevil3:tier-2-passive,daredevil3,passive,Tier-2 Passive,100167001,Sonar Sense,0,,,icon_daredevil_skill70,2,https://thanosvibs.money/api/characters/daredevil3/skills,"{""character"":""Daredevil"",""characterId"":""daredevil"",""uniform"":""Fall From Grace"",""baseCharacter"":false,""sourceSkillId"":""100167001""}"
appearance-ability:daredevil3:uniform-passive,daredevil3,uniform_effect,Uniform Passive,100165201,Fall From Grace,9,,when dodging,daredevil3,3,https://thanosvibs.money/api/characters/daredevil3/skills,"{""character"":""Daredevil"",""characterId"":""daredevil"",""uniform"":""Fall From Grace"",""baseCharacter"":false,""sourceSkillId"":""100165201""}"
appearance-ability:daredevil4:leader-skill,daredevil4,leader,Leader Skill,100162006,Concentration of Senses,30,All Allies,30 % rate when dodging,icon_daredevil_skill20,0,https://thanosvibs.money/api/characters/daredevil4/skills,"{""character"":""Daredevil"",""characterId"":""daredevil"",""uniform"":""Marvel Television's Daredevil: Born Again"",""baseCharacter"":false,""sourceSkillId"":""100162006""}"
appearance-ability:daredevil4:passive,daredevil4,passive,Passive,100163901,Radar Sense,0,,,icon_daredevil_skill04,1,https://thanosvibs.money/api/characters/daredevil4/skills,"{""character"":""Daredevil"",""characterId"":""daredevil"",""uniform"":""Marvel Television's Daredevil: Born Again"",""baseCharacter"":false,""sourceSkillId"":""100163901""}"
appearance-ability:daredevil4:tier-2-passive,daredevil4,passive,Tier-2 Passive,100167201,Sonar Sense,0,,,icon_daredevil_skill70,2,https://thanosvibs.money/api/characters/daredevil4/skills,"{""character"":""Daredevil"",""characterId"":""daredevil"",""uniform"":""Marvel Television's Daredevil: Born Again"",""baseCharacter"":false,""sourceSkillId"":""100167201""}"
appearance-ability:daredevil4:uniform-passive,daredevil4,uniform_effect,Uniform Passive,100167101,Marvel Television's Daredevil: Born Again,0,,when dodging,daredevil4,3,https://thanosvibs.money/api/characters/daredevil4/skills,"{""character"":""Daredevil"",""characterId"":""daredevil"",""uniform"":""Marvel Television's Daredevil: Born Again"",""baseCharacter"":false,""sourceSkillId"":""100167101""}"
appearance-ability:ironfist:leader-skill,ironfist,leader,Leader Skill,100352006,Heart of Shou-Lao,40,All Allies,25 % chance when attacking,icon_ironfist_skill20,0,https://thanosvibs.money/api/characters/ironfist/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""100352006""}"
appearance-ability:ironfist:passive,ironfist,passive,Passive,100350401,Power of Shou-Lao,1,,10 % chance when attacking,icon_ironfist_skill04,1,https://thanosvibs.money/api/characters/ironfist/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""100350401""}"
appearance-ability:ironfist:tier-2-passive,ironfist,passive,Tier-2 Passive,100351501,Charging Chi,0,,,icon_ironfist_skill15,2,https://thanosvibs.money/api/characters/ironfist/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""100351501""}"
appearance-ability:ironfist1:leader-skill,ironfist1,leader,Leader Skill,100352006,Heart of Shou-Lao,40,All Allies,25 % chance when attacking,icon_ironfist_skill20,0,https://thanosvibs.money/api/characters/ironfist1/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""New Avengers"",""baseCharacter"":false,""sourceSkillId"":""100352006""}"
appearance-ability:ironfist1:passive,ironfist1,passive,Passive,100350401,Power of Shou-Lao,1,,10 % chance when attacking,icon_ironfist_skill04,1,https://thanosvibs.money/api/characters/ironfist1/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""New Avengers"",""baseCharacter"":false,""sourceSkillId"":""100350401""}"
appearance-ability:ironfist1:tier-2-passive,ironfist1,passive,Tier-2 Passive,100351501,Charging Chi,0,,,icon_ironfist_skill15,2,https://thanosvibs.money/api/characters/ironfist1/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""New Avengers"",""baseCharacter"":false,""sourceSkillId"":""100351501""}"
appearance-ability:ironfist1:uniform-passive,ironfist1,uniform_effect,Uniform Passive,100355001,New Avengers,30,,when HP is below 30 %,ironfist1,3,https://thanosvibs.money/api/characters/ironfist1/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""New Avengers"",""baseCharacter"":false,""sourceSkillId"":""100355001""}"
appearance-ability:ironfist2:leader-skill,ironfist2,leader,Leader Skill,100352006,Heart of Shou-Lao,40,All Allies,25 % chance when attacking,icon_ironfist_skill20,0,https://thanosvibs.money/api/characters/ironfist2/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""All-New, All-Different"",""baseCharacter"":false,""sourceSkillId"":""100352006""}"
appearance-ability:ironfist2:passive,ironfist2,passive,Passive,100350401,Power of Shou-Lao,1,,10 % chance when attacking,icon_ironfist_skill04,1,https://thanosvibs.money/api/characters/ironfist2/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""All-New, All-Different"",""baseCharacter"":false,""sourceSkillId"":""100350401""}"
appearance-ability:ironfist2:tier-2-passive,ironfist2,passive,Tier-2 Passive,100351501,Charging Chi,0,,,icon_ironfist_skill15,2,https://thanosvibs.money/api/characters/ironfist2/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""All-New, All-Different"",""baseCharacter"":false,""sourceSkillId"":""100351501""}"
appearance-ability:ironfist2:uniform-passive,ironfist2,uniform_effect,Uniform Passive,100355001,"All-New, All-Different",30,,when HP is below 30 %,ironfist2,3,https://thanosvibs.money/api/characters/ironfist2/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""All-New, All-Different"",""baseCharacter"":false,""sourceSkillId"":""100355001""}"
appearance-ability:ironfist3:leader-skill,ironfist3,leader,Leader Skill,100352006,Heart of Shou-Lao,40,All Allies,25 % chance when attacking,icon_ironfist_skill20,0,https://thanosvibs.money/api/characters/ironfist3/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""Marvel Studios' Iron Fist"",""baseCharacter"":false,""sourceSkillId"":""100352006""}"
appearance-ability:ironfist3:passive,ironfist3,passive,Passive,100350401,Power of Shou-Lao,1,,10 % chance when attacking,icon_ironfist_skill04,1,https://thanosvibs.money/api/characters/ironfist3/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""Marvel Studios' Iron Fist"",""baseCharacter"":false,""sourceSkillId"":""100350401""}"
appearance-ability:ironfist3:tier-2-passive,ironfist3,passive,Tier-2 Passive,100351501,Charging Chi,0,,,icon_ironfist_skill15,2,https://thanosvibs.money/api/characters/ironfist3/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""Marvel Studios' Iron Fist"",""baseCharacter"":false,""sourceSkillId"":""100351501""}"
appearance-ability:ironfist3:uniform-passive,ironfist3,uniform_effect,Uniform Passive,100355001,Marvel Studios' Iron Fist,30,,when HP is below 30 %,ironfist3,3,https://thanosvibs.money/api/characters/ironfist3/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""Marvel Studios' Iron Fist"",""baseCharacter"":false,""sourceSkillId"":""100355001""}"
appearance-ability:ironfist4:leader-skill,ironfist4,leader,Leader Skill,100353706,Heart of Shou-Lao,0,Defenders Allies,,icon_ironfist_skill20,0,https://thanosvibs.money/api/characters/ironfist4/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""The Living Weapon"",""baseCharacter"":false,""sourceSkillId"":""100353706""}"
appearance-ability:ironfist4:passive,ironfist4,passive,Passive,100353601,Power of Shou-Lao,1,,10 % chance when attacking,icon_ironfist_skill04,1,https://thanosvibs.money/api/characters/ironfist4/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""The Living Weapon"",""baseCharacter"":false,""sourceSkillId"":""100353601""}"
appearance-ability:ironfist4:tier-2-passive,ironfist4,passive,Tier-2 Passive,100353901,Charging Chi,0,,,icon_ironfist_skill15,2,https://thanosvibs.money/api/characters/ironfist4/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""The Living Weapon"",""baseCharacter"":false,""sourceSkillId"":""100353901""}"
appearance-ability:ironfist4:uniform-passive,ironfist4,uniform_effect,Uniform Passive,100355101,The Living Weapon,20,,when HP is below 50 %,ironfist4,3,https://thanosvibs.money/api/characters/ironfist4/skills,"{""character"":""Iron Fist"",""characterId"":""ironfist"",""uniform"":""The Living Weapon"",""baseCharacter"":false,""sourceSkillId"":""100355101""}"
appearance-ability:jessicajones:leader-skill,jessicajones,leader,Leader Skill,100642006,Formidable,45,All Allies,25 % rate when hit,icon_jessicajones_skill20,0,https://thanosvibs.money/api/characters/jessicajones/skills,"{""character"":""Jessica Jones"",""characterId"":""jessicajones"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""100642006""}"
appearance-ability:jessicajones:passive,jessicajones,passive,Passive,100640401,Telepathic Resistance,0,,,icon_jessicajones_skill04,1,https://thanosvibs.money/api/characters/jessicajones/skills,"{""character"":""Jessica Jones"",""characterId"":""jessicajones"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""100640401""}"
appearance-ability:jessicajones:tier-2-passive,jessicajones,passive,Tier-2 Passive,100647001,Power Woman,0,,,icon_jessicajones_skill70,2,https://thanosvibs.money/api/characters/jessicajones/skills,"{""character"":""Jessica Jones"",""characterId"":""jessicajones"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""100647001""}"
appearance-ability:jessicajones1:leader-skill,jessicajones1,leader,Leader Skill,100642006,Formidable,45,All Allies,25 % rate when hit,icon_jessicajones_skill20,0,https://thanosvibs.money/api/characters/jessicajones1/skills,"{""character"":""Jessica Jones"",""characterId"":""jessicajones"",""uniform"":""Jewel"",""baseCharacter"":false,""sourceSkillId"":""100642006""}"
appearance-ability:jessicajones1:passive,jessicajones1,passive,Passive,100644201,Telepathic Resistance,0,Defenders Allies,,icon_jessicajones_skill04,1,https://thanosvibs.money/api/characters/jessicajones1/skills,"{""character"":""Jessica Jones"",""characterId"":""jessicajones"",""uniform"":""Jewel"",""baseCharacter"":false,""sourceSkillId"":""100644201""}"
appearance-ability:jessicajones1:tier-2-passive,jessicajones1,passive,Tier-2 Passive,100644101,Power Woman,0,,,icon_jessicajones_skill70,2,https://thanosvibs.money/api/characters/jessicajones1/skills,"{""character"":""Jessica Jones"",""characterId"":""jessicajones"",""uniform"":""Jewel"",""baseCharacter"":false,""sourceSkillId"":""100644101""}"
appearance-ability:jessicajones1:uniform-passive,jessicajones1,uniform_effect,Uniform Passive,100645001,Jewel,0,Defenders Allies,,jessicajones1,3,https://thanosvibs.money/api/characters/jessicajones1/skills,"{""character"":""Jessica Jones"",""characterId"":""jessicajones"",""uniform"":""Jewel"",""baseCharacter"":false,""sourceSkillId"":""100645001""}"
appearance-ability:lukecage:leader-skill,lukecage,leader,Leader Skill,100342006,Heroes for Hire,50,All Allies,25 % rate when hit,icon_lukecage_skill20,0,https://thanosvibs.money/api/characters/lukecage/skills,"{""character"":""Luke Cage"",""characterId"":""lukecage"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""100342006""}"
appearance-ability:lukecage:passive,lukecage,passive,Passive,100341001,Unbreakable,30,,50 % rate when hit,icon_common_heal,1,https://thanosvibs.money/api/characters/lukecage/skills,"{""character"":""Luke Cage"",""characterId"":""lukecage"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""100341001""}"
appearance-ability:lukecage:tier-2-passive,lukecage,passive,Tier-2 Passive,100347001,Power Man,1,,by default and reactivates 1 sec. after removed,icon_lukecage_skill70,2,https://thanosvibs.money/api/characters/lukecage/skills,"{""character"":""Luke Cage"",""characterId"":""lukecage"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""100347001""}"
